daily date,Date,DNFTSE,DPredicted,daily predicted price
2021-04-10,,0.015038664486000003,0.04257174397,0.041919706120000004
2021-04-11,,0.031980511718,0.042897762895000004,0.0420827155825
2021-04-12,2021-04-12,0.04892235895,0.04322378182,0.042245725045
2021-04-13,2021-04-13,-0.05753460318,0.043549800745,0.0427347534325
2021-04-14,2021-04-14,-0.04356391174,0.04387581967,0.04322378182
2021-04-15,2021-04-15,-0.05833558297,0.044201838595,0.0437128102075
2021-04-16,2021-04-16,-0.02513648661,0.04452785752,0.044201838595
2021-04-17,,-0.011533522160000002,0.044853876445,0.0443648480575
2021-04-18,,0.0020694422899999974,0.04517989537,0.04452785752
2021-04-19,2021-04-19,0.01567240674,0.045505914295,0.0446908669825
2021-04-20,2021-04-20,0.1914312356,0.04583193322,0.04517989537
2021-04-21,2021-04-21,0.01146701835,0.046157952145,0.0456689237575
2021-04-22,2021-04-22,-0.1398056921,0.04648397107,0.046157952145
2021-04-23,2021-04-23,-0.003705631771,0.046809989995,0.0466469805325
2021-04-24,,-0.036687286714000004,0.04713600892,0.046809989995
2021-04-25,,-0.06966894165700001,0.047462027845000004,0.0469729994575
2021-04-26,2021-04-26,-0.1026505966,0.04778804677,0.04713600892
2021-04-27,2021-04-27,0.07220651868,0.048114065695,0.0476250373075
2021-04-28,2021-04-28,-0.003355508737,0.048440084620000004,0.048114065695
2021-04-29,2021-04-29,0.02348464917,0.048766103545,0.0486030940825
2021-04-30,2021-04-30,-0.05232676755,0.04909212247,0.04909212247
2021-05-01,,-0.018289283010000004,0.0472082950125,0.048338591486999996
2021-05-02,,0.01574820152999999,0.045324467555,0.047585060504
2021-05-03,,0.04978568606999999,0.0434406400975,0.046831529521000004
2021-05-04,2021-05-04,0.08382317061,0.041556812639999996,0.046077998538
2021-05-05,2021-05-05,-0.02799126073,0.039672985182499995,0.043063874606
2021-05-06,2021-05-06,-0.05282750217,0.037789157725,0.040049750674
2021-05-07,2021-05-07,-0.1421587536,0.0359053302675,0.037035626742
2021-05-08,,-0.08173645038666666,0.03402150281,0.036030918764666665
2021-05-09,,-0.021314147173333325,0.0321376753525,0.03502621078733333
2021-05-10,2021-05-10,0.03910815604,0.030253847894999998,0.03402150281
2021-05-11,2021-05-11,0.2654392253,0.0283700204375,0.031007378878
2021-05-12,2021-05-12,0.02969297603,0.02648619298,0.027993254946
2021-05-13,2021-05-13,0.01927828278,0.0246023655225,0.024979131014
2021-05-14,2021-05-14,-0.1335954092,0.022718538065000002,0.021965007082
2021-05-15,,-0.06870039834333333,0.0208347106075,0.020960299104666666
2021-05-16,,-0.0038053874866666726,0.01895088315,0.019955591127333333
2021-05-17,2021-05-17,0.06108962337,0.0170670556925,0.01895088315
2021-05-18,2021-05-18,-0.0593370522,0.015183228234999999,0.015936759218
2021-05-19,2021-05-19,0.0491218704,0.013299400777499998,0.012922635286
2021-05-20,2021-05-20,-0.0788657023,0.011415573319999997,0.009908511354
2021-05-21,2021-05-21,-0.003705631771,0.009531745862500003,0.0068943874219999
2021-05-22,,-0.016540868340666665,0.007647918405000002,0.0058896794446666005
2021-05-23,,-0.029376104910333333,0.0057640909475000016,0.004884971467333301
2021-05-24,2021-05-24,-0.04221134148,0.0038802634900000008,0.00388026349
2021-05-25,2021-05-25,0.02243232408,0.0019964360325,0.000866139558
2021-05-26,2021-05-26,-0.1007474139,0.00011260857499999916,-0.0021479843739999
2021-05-27,2021-05-27,-0.009464079875,-0.0017712188825000016,-0.0051621083059999
2021-05-28,2021-05-28,-0.01251836544,-0.0036550463399999955,-0.008176232238
2021-05-29,,-0.0332988520775,-0.005538873797499996,-0.008929763221
2021-05-30,,-0.054079338715,-0.007422701254999997,-0.009683294204
2021-05-31,,-0.0748598253525,-0.009306528712499998,-0.010436825187
2021-06-01,2021-06-01,-0.09564031199,-0.01119035617,-0.01119035617
2021-06-02,2021-06-02,-0.02919321941,-0.010452154512068965,-0.0101709348328571
2021-06-03,2021-06-03,0.06554635706,-0.009713952854137932,-0.0091515134957142
2021-06-04,2021-06-04,-0.01517167212,-0.008975751196206897,-0.0081320921585714
2021-06-05,,-0.022699643340000002,-0.008237549538275862,-0.007792285046190433
2021-06-06,,-0.030227614560000005,-0.007499347880344828,-0.007452477933809466
2021-06-07,2021-06-07,-0.03775558578,-0.006761146222413793,-0.0071126708214285
2021-06-08,2021-06-08,0.006309060584,-0.006022944564482759,-0.0060932494842857
2021-06-09,2021-06-09,0.06835027532,-0.005284742906551725,-0.0050738281471428
2021-06-10,2021-06-10,0.07520994839,-0.00454654124862069,-0.00405440681
2021-06-11,2021-06-11,-0.06274146081,-0.003808339590689656,-0.0030349854728571
2021-06-12,,-0.043563585748,-0.003070137932758621,-0.002695178360476133
2021-06-13,,-0.024385710685999998,-0.0023319362748275858,-0.0023553712480951666
2021-06-14,2021-06-14,-0.005207835624,-0.0015937346168965524,-0.0020155641357142
2021-06-15,2021-06-15,0.05648325608,-0.0008555329589655172,-0.0009961427985714
2021-06-16,2021-06-16,0.007010284648,-0.00011733130103448383,2.327853857142861e-05
2021-06-17,2021-06-17,0.04136048383,0.0006208703568965513,0.0010426998757142
2021-06-18,2021-06-18,0.1056051265,0.0013590720148275864,0.0020621212128571
2021-06-19,,0.0482208089,0.00209727367275862,0.0024019283252380667
2021-06-20,,-0.00916350869999999,0.002835475330689655,0.0027417354376190334
2021-06-21,2021-06-21,-0.0665478263,0.0035736769886206884,0.00308154255
2021-06-22,2021-06-22,-0.1114134524,0.0043118786465517235,0.0041009638871428
2021-06-23,2021-06-23,0.01011444808,0.005050080304482759,0.0051203852242857
2021-06-24,2021-06-24,0.07476006963,0.005788281962413792,0.0061398065614285
2021-06-25,2021-06-25,-0.06805003015,0.006526483620344829,0.0071592278985714
2021-06-26,,-0.026572512646666664,0.007264685278275862,0.007499035010952333
2021-06-27,,0.014905004856666668,0.008002886936206896,0.007838842123333266
2021-06-28,2021-06-28,0.05638252236,0.008741088594137929,0.0081786492357142
2021-06-29,2021-06-29,-0.004405877838,0.009479290252068966,0.0091980705728571
2021-06-30,2021-06-30,0.08322170227,0.01021749191,0.01021749191
2021-07-01,2021-07-01,-0.1234310833,0.012820344680333332,0.0137668365968181
2021-07-02,2021-07-02,-0.06234145991,0.015423197450666667,0.0173161812836363
2021-07-03,,-0.08752847637333333,0.018026050220999998,0.018499296179242366
2021-07-04,,-0.11271549283666667,0.020628902991333332,0.019682411074848433
2021-07-05,2021-07-05,-0.1379025093,0.023231755761666667,0.0208655259704545
2021-07-06,2021-07-06,0.06359329645,0.025834608532,0.0244148706572727
2021-07-07,2021-07-07,-0.03745436261,0.02843746130233333,0.0279642153440909
2021-07-08,2021-07-08,0.1589832411,0.031040314072666664,0.031513560030909
2021-07-09,2021-07-09,-0.1284892853,0.033643166843,0.0350629047177272
2021-07-10,,-0.08342284370766667,0.03624601961333333,0.03624601961333327
2021-07-11,,-0.03835640211533334,0.03884887238366667,0.03742913450893933
2021-07-12,2021-07-12,0.006710039477,0.041451725154,0.0386122494045454
2021-07-13,2021-07-13,-0.01547289529,0.04405457792433334,0.0421615940913636
2021-07-14,2021-07-14,0.08853027162,0.046657430694666664,0.0457109387781818
2021-07-15,2021-07-15,0.1245323082,0.049260283465,0.049260283465
2021-07-16,2021-07-16,0.01717558859,0.05186313623533333,0.0528096281518181
2021-07-17,,0.09926248799333331,0.05446598900566667,0.053992743047424165
2021-07-18,,0.18134938739666662,0.057068841776,0.05517585794303023
2021-07-19,2021-07-19,0.2634362868,0.05967169454633333,0.0563589728386363
2021-07-20,2021-07-20,-0.08943100713,0.062274547316666665,0.0599083175254545
2021-07-21,2021-07-21,-0.211560376,0.06487740008699999,0.0634576622122727
2021-07-22,2021-07-22,-0.06774978498,0.06748025285733333,0.0670070068990909
2021-07-23,2021-07-23,-0.1032012091,0.07008310562766666,0.070556351585909
2021-07-24,,-0.07711280512333334,0.072685958398,0.07173946648151507
